0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0
0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1
1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1
1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1
1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0
0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,,,,,,,,,,,,,,,
8,7,Player,,,,,,,,,,,,,
7,3,LockGoal,,,,,,,,,,,,,
3,0,Patrol,,,,,,,,,,,,,
13,11,Patrol,,,,,,,,,,,,,
