0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0
0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0
0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0
0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,,,,,,,,,,,,,,,
0,11,Player,,,,,,,,,,,,,
15,0,Goal,,,,,,,,,,,,,
4,0,Vertical,,,,,,,,,,,,,
8,8,Horizontal,,,,,,,,,,,,,
12,11,Vertical,,,,,,,,,,,,,
12,0,Vertical,,,,,,,,,,,,,
0,3,Horizontal,,,,,,,,,,,,,
8,5,Horizontal,,,,,,,,,,,,,
