0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0
0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1
1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1
1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1
1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0
0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,,,,,,,,,,,,,,,
LightOFF,,,,,,,,,,,,,,,
7,7,Player,,,,,,,,,,,,,
2,0,Patrol,,,,,,,,,,,,,
14,0,Patrol,,,,,,,,,,,,,
2,11,Patrol,,,,,,,,,,,,,
14,11,Patrol,,,,,,,,,,,,,
0,3,LockGoal,,,,,,,,,,,,,
